session_id,user_id,session_start,session_end,session_date,event_count
sess_03221,user_0429,2024-12-28 10:10:00,2024-12-28 10:19:00,2024-12-28,2
sess_03222,user_0429,2024-12-25 08:57:00,2024-12-25 08:59:00,2024-12-25,2
sess_03223,user_0429,2024-12-20 16:25:00,2024-12-20 16:26:00,2024-12-20,5
sess_03224,user_0429,2024-12-25 17:33:00,2024-12-25 17:33:00,2024-12-25,8
sess_03225,user_0429,2024-12-19 17:23:00,2024-12-19 17:26:00,2024-12-19,4
sess_03226,user_0430,2024-12-05 14:19:00,2024-12-05 14:43:00,2024-12-05,4
sess_03227,user_0430,2024-12-29 10:34:00,2024-12-29 10:37:00,2024-12-29,6
sess_03228,user_0431,2024-06-29 16:31:00,2024-06-29 16:38:00,2024-06-29,4
sess_03229,user_0431,2024-06-13 18:10:00,2024-06-13 18:11:00,2024-06-13,7
sess_03230,user_0431,2024-05-03 14:17:00,2024-05-03 14:22:00,2024-05-03,6
sess_03231,user_0431,2024-08-14 14:26:00,2024-08-14 14:38:00,2024-08-14,3
sess_03232,user_0431,2024-04-08 20:06:00,2024-04-08 20:23:00,2024-04-08,4
sess_03233,user_0431,2024-08-18 10:52:00,2024-08-18 10:55:00,2024-08-18,2
sess_03234,user_0431,2024-10-19 08:30:00,2024-10-19 08:30:00,2024-10-19,6
sess_03235,user_0431,2024-10-06 16:31:00,2024-10-06 16:39:00,2024-10-06,3
sess_03236,user_0431,2024-12-28 19:41:00,2024-12-28 19:44:00,2024-12-28,2
sess_03237,user_0431,2024-05-14 12:21:00,2024-05-14 12:25:00,2024-05-14,5
sess_03238,user_0431,2024-05-07 12:47:00,2024-05-07 13:55:00,2024-05-07,7
sess_03239,user_0431,2024-10-02 08:46:00,2024-10-02 08:57:00,2024-10-02,2
sess_03240,user_0431,2024-12-02 18:08:00,2024-12-02 18:18:00,2024-12-02,2
sess_03241,user_0431,2024-05-06 17:08:00,2024-05-06 17:14:00,2024-05-06,2
sess_03242,user_0431,2024-06-17 16:46:00,2024-06-17 16:58:00,2024-06-17,7
sess_03243,user_0431,2024-03-31 12:36:00,2024-03-31 12:45:00,2024-03-31,2
sess_03244,user_0432,2024-12-27 10:37:00,2024-12-27 10:51:00,2024-12-27,2
sess_03245,user_0432,2024-12-18 13:51:00,2024-12-18 14:06:00,2024-12-18,2
sess_03246,user_0432,2024-12-08 20:38:00,2024-12-08 20:41:00,2024-12-08,7
sess_03247,user_0432,2024-12-24 13:53:00,2024-12-24 14:06:00,2024-12-24,5
sess_03248,user_0432,2024-12-24 11:37:00,2024-12-24 11:47:00,2024-12-24,5
sess_03249,user_0432,2024-12-28 16:15:00,2024-12-28 16:58:00,2024-12-28,7
sess_03250,user_0432,2024-12-22 19:50:00,2024-12-22 20:09:00,2024-12-22,5
sess_03251,user_0432,2024-12-14 11:40:00,2024-12-14 11:54:00,2024-12-14,4
sess_03252,user_0432,2024-12-05 17:55:00,2024-12-05 17:57:00,2024-12-05,5
sess_03253,user_0432,2024-12-14 11:57:00,2024-12-14 12:16:00,2024-12-14,6
sess_03254,user_0432,2024-12-09 12:59:00,2024-12-09 13:01:00,2024-12-09,6
sess_03255,user_0433,2024-04-01 19:03:00,2024-04-01 19:08:00,2024-04-01,6
sess_03256,user_0433,2024-11-19 11:30:00,2024-11-19 11:31:00,2024-11-19,5
sess_03257,user_0433,2024-05-26 10:23:00,2024-05-26 10:35:00,2024-05-26,4
sess_03258,user_0433,2024-07-13 08:38:00,2024-07-13 08:40:00,2024-07-13,3
sess_03259,user_0434,2024-12-14 09:43:00,2024-12-14 09:48:00,2024-12-14,4
sess_03260,user_0434,2024-10-23 09:48:00,2024-10-23 10:14:00,2024-10-23,5
sess_03261,user_0434,2024-06-30 15:55:00,2024-06-30 15:57:00,2024-06-30,4
sess_03262,user_0434,2024-10-04 09:33:00,2024-10-04 09:40:00,2024-10-04,4
sess_03263,user_0434,2024-07-18 17:33:00,2024-07-18 17:39:00,2024-07-18,7
sess_03264,user_0434,2024-06-26 20:48:00,2024-06-26 20:48:00,2024-06-26,1
sess_03265,user_0435,2024-12-06 19:30:00,2024-12-06 19:50:00,2024-12-06,8
sess_03266,user_0435,2024-11-03 19:19:00,2024-11-03 19:19:00,2024-11-03,5
sess_03267,user_0435,2024-11-08 10:38:00,2024-11-08 10:45:00,2024-11-08,6
sess_03268,user_0435,2024-12-11 14:04:00,2024-12-11 14:13:00,2024-12-11,5
sess_03269,user_0436,2024-11-06 13:20:00,2024-11-06 13:30:00,2024-11-06,4
sess_03270,user_0437,2024-12-30 15:38:00,2024-12-30 15:49:00,2024-12-30,3
sess_03271,user_0438,2024-12-11 11:39:00,2024-12-11 11:43:00,2024-12-11,3
sess_03272,user_0438,2024-11-30 17:01:00,2024-11-30 17:01:00,2024-11-30,4
sess_03273,user_0438,2024-12-25 19:22:00,2024-12-25 19:43:00,2024-12-25,3
sess_03274,user_0438,2024-11-19 13:29:00,2024-11-19 13:41:00,2024-11-19,3
sess_03275,user_0438,2024-11-19 11:01:00,2024-11-19 11:37:00,2024-11-19,5
sess_03276,user_0438,2024-12-28 18:13:00,2024-12-28 18:34:00,2024-12-28,2
sess_03277,user_0438,2024-12-02 12:06:00,2024-12-02 12:46:00,2024-12-02,8
sess_03278,user_0438,2024-11-17 19:52:00,2024-11-17 20:04:00,2024-11-17,5
sess_03279,user_0439,2024-12-21 08:08:00,2024-12-21 08:12:00,2024-12-21,3
sess_03280,user_0439,2024-12-09 15:45:00,2024-12-09 15:56:00,2024-12-09,2
sess_03281,user_0439,2024-12-19 16:54:00,2024-12-19 17:01:00,2024-12-19,5
sess_03282,user_0439,2024-12-13 18:52:00,2024-12-13 18:54:00,2024-12-13,5
sess_03283,user_0440,2024-03-28 13:52:00,2024-03-28 14:13:00,2024-03-28,4
sess_03284,user_0440,2024-01-26 15:49:00,2024-01-26 16:15:00,2024-01-26,6
sess_03285,user_0440,2024-07-04 19:47:00,2024-07-04 19:53:00,2024-07-04,3
sess_03286,user_0441,2024-11-19 19:55:00,2024-11-19 19:56:00,2024-11-19,5
sess_03287,user_0441,2024-09-17 14:27:00,2024-09-17 14:41:00,2024-09-17,8
sess_03288,user_0441,2024-12-11 14:07:00,2024-12-11 14:55:00,2024-12-11,7
sess_03289,user_0441,2024-09-18 08:55:00,2024-09-18 10:05:00,2024-09-18,8
sess_03290,user_0441,2024-10-12 17:35:00,2024-10-12 17:41:00,2024-10-12,7
sess_03291,user_0441,2024-09-11 12:12:00,2024-09-11 12:13:00,2024-09-11,7
sess_03292,user_0441,2024-09-07 09:58:00,2024-09-07 10:52:00,2024-09-07,4
sess_03293,user_0441,2024-11-17 10:31:00,2024-11-17 10:45:00,2024-11-17,8
sess_03294,user_0441,2024-10-07 20:57:00,2024-10-07 21:18:00,2024-10-07,5
sess_03295,user_0441,2024-10-24 16:30:00,2024-10-24 18:12:00,2024-10-24,7
sess_03296,user_0441,2024-09-07 13:40:00,2024-09-07 13:41:00,2024-09-07,2
sess_03297,user_0441,2024-10-23 20:35:00,2024-10-23 21:05:00,2024-10-23,6
sess_03298,user_0441,2024-11-02 10:45:00,2024-11-02 10:46:00,2024-11-02,5
sess_03299,user_0441,2024-12-31 12:28:00,2024-12-31 12:38:00,2024-12-31,3
sess_03300,user_0441,2024-10-25 12:01:00,2024-10-25 12:46:00,2024-10-25,5
sess_03301,user_0441,2024-12-09 14:38:00,2024-12-09 14:53:00,2024-12-09,5
sess_03302,user_0441,2024-11-23 12:22:00,2024-11-23 14:37:00,2024-11-23,4
sess_03303,user_0441,2024-12-25 09:16:00,2024-12-25 09:38:00,2024-12-25,5
sess_03304,user_0441,2024-10-20 16:32:00,2024-10-20 16:43:00,2024-10-20,7
sess_03305,user_0441,2024-12-25 09:05:00,2024-12-25 09:11:00,2024-12-25,5
sess_03306,user_0441,2024-11-18 20:23:00,2024-11-18 20:36:00,2024-11-18,8
sess_03307,user_0441,2024-11-24 15:13:00,2024-11-24 15:26:00,2024-11-24,6
sess_03308,user_0441,2024-10-16 14:21:00,2024-10-16 14:22:00,2024-10-16,8
sess_03309,user_0441,2024-09-14 14:31:00,2024-09-14 14:44:00,2024-09-14,7
sess_03310,user_0441,2024-10-08 16:30:00,2024-10-08 16:46:00,2024-10-08,5
sess_03311,user_0442,2024-08-05 12:21:00,2024-08-05 12:35:00,2024-08-05,4
sess_03312,user_0443,2024-07-11 18:36:00,2024-07-11 18:49:00,2024-07-11,6
sess_03313,user_0444,2024-11-01 15:08:00,2024-11-01 15:30:00,2024-11-01,4
sess_03314,user_0444,2024-09-22 20:50:00,2024-09-22 20:50:00,2024-09-22,8
sess_03315,user_0444,2024-10-04 11:20:00,2024-10-04 11:24:00,2024-10-04,3
sess_03316,user_0444,2024-09-25 08:31:00,2024-09-25 08:54:00,2024-09-25,7
sess_03317,user_0444,2024-10-01 14:48:00,2024-10-01 15:00:00,2024-10-01,5
sess_03318,user_0445,2024-10-17 17:51:00,2024-10-17 17:51:00,2024-10-17,5
sess_03319,user_0445,2024-07-09 18:25:00,2024-07-09 18:37:00,2024-07-09,2
sess_03320,user_0445,2024-05-30 08:08:00,2024-05-30 08:22:00,2024-05-30,3
sess_03321,user_0445,2024-09-19 15:54:00,2024-09-19 16:03:00,2024-09-19,6
sess_03322,user_0446,2024-11-28 09:59:00,2024-11-28 09:59:00,2024-11-28,6
sess_03323,user_0446,2024-12-20 08:45:00,2024-12-20 09:02:00,2024-12-20,6
sess_03324,user_0446,2024-12-02 20:17:00,2024-12-02 20:27:00,2024-12-02,5
sess_03325,user_0446,2024-11-19 14:05:00,2024-11-19 14:21:00,2024-11-19,4
sess_03326,user_0446,2024-12-01 12:19:00,2024-12-01 12:32:00,2024-12-01,3
sess_03327,user_0446,2024-11-28 19:35:00,2024-11-28 19:51:00,2024-11-28,3
sess_03328,user_0446,2024-12-15 11:46:00,2024-12-15 11:46:00,2024-12-15,1
sess_03329,user_0447,2024-11-08 09:19:00,2024-11-08 09:20:00,2024-11-08,4
sess_03330,user_0447,2024-08-10 16:02:00,2024-08-10 16:15:00,2024-08-10,7
sess_03331,user_0447,2024-12-14 20:15:00,2024-12-14 20:27:00,2024-12-14,7
sess_03332,user_0447,2024-08-05 16:36:00,2024-08-05 16:36:00,2024-08-05,1
sess_03333,user_0448,2024-11-25 10:46:00,2024-11-25 10:47:00,2024-11-25,4
sess_03334,user_0449,2024-10-30 16:35:00,2024-10-30 16:37:00,2024-10-30,7
sess_03335,user_0449,2024-09-19 11:48:00,2024-09-19 12:04:00,2024-09-19,2
sess_03336,user_0449,2024-12-26 16:40:00,2024-12-26 16:50:00,2024-12-26,2
sess_03337,user_0449,2024-10-21 09:44:00,2024-10-21 10:14:00,2024-10-21,7
sess_03338,user_0450,2024-12-02 08:32:00,2024-12-02 08:47:00,2024-12-02,4
sess_03339,user_0450,2024-10-12 20:57:00,2024-10-12 21:07:00,2024-10-12,5
sess_03340,user_0451,2024-02-11 11:06:00,2024-02-11 11:17:00,2024-02-11,4
sess_03341,user_0451,2024-04-04 20:09:00,2024-04-04 20:34:00,2024-04-04,5
sess_03342,user_0451,2024-09-19 19:17:00,2024-09-19 19:23:00,2024-09-19,2
sess_03343,user_0452,2024-06-08 12:39:00,2024-06-08 13:00:00,2024-06-08,7
sess_03344,user_0452,2024-05-30 17:06:00,2024-05-30 17:09:00,2024-05-30,7
sess_03345,user_0452,2024-08-19 12:04:00,2024-08-19 12:12:00,2024-08-19,2
sess_03346,user_0452,2024-04-19 14:48:00,2024-04-19 15:15:00,2024-04-19,8
sess_03347,user_0452,2024-08-15 11:05:00,2024-08-15 11:11:00,2024-08-15,7
sess_03348,user_0452,2024-06-24 14:50:00,2024-06-24 14:52:00,2024-06-24,2
sess_03349,user_0452,2024-08-14 08:24:00,2024-08-14 08:30:00,2024-08-14,4
sess_03350,user_0452,2024-10-17 14:29:00,2024-10-17 14:34:00,2024-10-17,6
sess_03351,user_0452,2024-10-11 12:33:00,2024-10-11 12:36:00,2024-10-11,2
sess_03352,user_0452,2024-12-22 11:25:00,2024-12-22 11:36:00,2024-12-22,8
sess_03353,user_0452,2024-05-17 18:30:00,2024-05-17 19:14:00,2024-05-17,4
sess_03354,user_0452,2024-05-07 08:28:00,2024-05-07 08:42:00,2024-05-07,6
sess_03355,user_0452,2024-08-28 08:02:00,2024-08-28 08:05:00,2024-08-28,4
sess_03356,user_0453,2024-12-30 09:51:00,2024-12-30 09:51:00,2024-12-30,4
sess_03357,user_0453,2024-12-29 11:14:00,2024-12-29 11:28:00,2024-12-29,7
sess_03358,user_0454,2024-11-28 15:49:00,2024-11-28 15:59:00,2024-11-28,7
sess_03359,user_0454,2024-11-25 12:39:00,2024-11-25 13:15:00,2024-11-25,7
sess_03360,user_0454,2024-12-16 19:07:00,2024-12-16 19:29:00,2024-12-16,7
sess_03361,user_0454,2024-12-28 12:48:00,2024-12-28 13:19:00,2024-12-28,5
sess_03362,user_0455,2024-10-16 13:54:00,2024-10-16 13:57:00,2024-10-16,6
sess_03363,user_0455,2024-12-06 20:24:00,2024-12-06 20:35:00,2024-12-06,3
sess_03364,user_0456,2024-11-05 17:12:00,2024-11-05 17:23:00,2024-11-05,8
sess_03365,user_0456,2024-11-16 16:41:00,2024-11-16 17:43:00,2024-11-16,2
sess_03366,user_0456,2024-11-10 15:38:00,2024-11-10 16:08:00,2024-11-10,3
sess_03367,user_0456,2024-11-13 08:25:00,2024-11-13 08:39:00,2024-11-13,7
sess_03368,user_0456,2024-11-21 11:52:00,2024-11-21 12:03:00,2024-11-21,6
sess_03369,user_0456,2024-12-24 18:41:00,2024-12-24 18:47:00,2024-12-24,4
sess_03370,user_0456,2024-10-30 17:45:00,2024-10-30 18:20:00,2024-10-30,3
sess_03371,user_0456,2024-10-13 19:34:00,2024-10-13 19:42:00,2024-10-13,5
sess_03372,user_0456,2024-12-17 18:03:00,2024-12-17 18:33:00,2024-12-17,4
sess_03373,user_0456,2024-10-07 08:03:00,2024-10-07 08:14:00,2024-10-07,7
sess_03374,user_0456,2024-10-10 17:29:00,2024-10-10 18:01:00,2024-10-10,3
sess_03375,user_0456,2024-12-19 18:32:00,2024-12-19 19:09:00,2024-12-19,2
sess_03376,user_0456,2024-10-30 08:03:00,2024-10-30 09:00:00,2024-10-30,7
sess_03377,user_0456,2024-11-18 17:39:00,2024-11-18 18:11:00,2024-11-18,2
sess_03378,user_0456,2024-12-01 10:12:00,2024-12-01 10:19:00,2024-12-01,7
sess_03379,user_0456,2024-12-26 15:40:00,2024-12-26 15:42:00,2024-12-26,3
sess_03380,user_0456,2024-11-23 09:38:00,2024-11-23 10:14:00,2024-11-23,3
sess_03381,user_0456,2024-12-07 16:08:00,2024-12-07 16:21:00,2024-12-07,3
sess_03382,user_0456,2024-10-11 16:46:00,2024-10-11 17:06:00,2024-10-11,5
sess_03383,user_0456,2024-12-20 18:45:00,2024-12-20 18:45:00,2024-12-20,3
sess_03384,user_0456,2024-11-03 20:07:00,2024-11-03 20:18:00,2024-11-03,7
sess_03385,user_0456,2024-12-20 17:37:00,2024-12-20 17:37:00,2024-12-20,2
sess_03386,user_0456,2024-11-25 12:00:00,2024-11-25 13:23:00,2024-11-25,8
sess_03387,user_0456,2024-11-13 10:50:00,2024-11-13 11:00:00,2024-11-13,6
sess_03388,user_0456,2024-12-17 11:29:00,2024-12-17 11:59:00,2024-12-17,6
sess_03389,user_0456,2024-10-22 10:20:00,2024-10-22 10:20:00,2024-10-22,3
sess_03390,user_0456,2024-11-03 12:43:00,2024-11-03 12:43:00,2024-11-03,1
sess_03391,user_0457,2024-11-06 20:45:00,2024-11-06 20:49:00,2024-11-06,7
sess_03392,user_0458,2024-10-01 14:16:00,2024-10-01 14:33:00,2024-10-01,2
sess_03393,user_0458,2024-09-29 13:35:00,2024-09-29 14:00:00,2024-09-29,5
sess_03394,user_0458,2024-12-11 18:42:00,2024-12-11 18:46:00,2024-12-11,5
sess_03395,user_0459,2024-09-07 13:36:00,2024-09-07 13:53:00,2024-09-07,2
sess_03396,user_0459,2024-10-02 14:15:00,2024-10-02 15:21:00,2024-10-02,5
sess_03397,user_0459,2024-11-04 14:46:00,2024-11-04 14:59:00,2024-11-04,2
sess_03398,user_0459,2024-10-16 16:19:00,2024-10-16 16:32:00,2024-10-16,2
sess_03399,user_0459,2024-09-08 17:20:00,2024-09-08 17:23:00,2024-09-08,4
sess_03400,user_0459,2024-11-22 20:14:00,2024-11-22 20:24:00,2024-11-22,7
sess_03401,user_0459,2024-10-14 20:22:00,2024-10-14 20:22:00,2024-10-14,2
sess_03402,user_0460,2024-06-20 19:28:00,2024-06-20 19:29:00,2024-06-20,4
sess_03403,user_0460,2024-05-31 14:59:00,2024-05-31 17:15:00,2024-05-31,5
sess_03404,user_0460,2024-08-10 14:41:00,2024-08-10 14:48:00,2024-08-10,5
sess_03405,user_0460,2024-11-21 12:46:00,2024-11-21 13:15:00,2024-11-21,8
sess_03406,user_0460,2024-06-17 08:47:00,2024-06-17 09:21:00,2024-06-17,6
sess_03407,user_0460,2024-10-06 11:58:00,2024-10-06 12:40:00,2024-10-06,8
sess_03408,user_0460,2024-09-23 11:45:00,2024-09-23 13:45:00,2024-09-23,5
sess_03409,user_0460,2024-02-12 15:08:00,2024-02-12 15:11:00,2024-02-12,2
sess_03410,user_0460,2024-02-22 16:18:00,2024-02-22 16:18:00,2024-02-22,3
sess_03411,user_0460,2024-03-17 14:43:00,2024-03-17 14:54:00,2024-03-17,7
sess_03412,user_0460,2024-05-01 17:46:00,2024-05-01 17:48:00,2024-05-01,7
sess_03413,user_0460,2024-03-23 08:32:00,2024-03-23 08:32:00,2024-03-23,2
sess_03414,user_0460,2024-11-12 20:16:00,2024-11-12 20:25:00,2024-11-12,7
sess_03415,user_0460,2024-09-12 08:28:00,2024-09-12 08:53:00,2024-09-12,3
sess_03416,user_0461,2024-12-27 16:14:00,2024-12-27 16:20:00,2024-12-27,2
sess_03417,user_0462,2024-07-01 11:29:00,2024-07-01 11:32:00,2024-07-01,4
sess_03418,user_0462,2024-12-01 10:54:00,2024-12-01 11:06:00,2024-12-01,6
sess_03419,user_0462,2024-09-15 20:27:00,2024-09-15 20:29:00,2024-09-15,6
sess_03420,user_0462,2024-02-12 12:23:00,2024-02-12 12:23:00,2024-02-12,4
sess_03421,user_0462,2024-09-22 14:16:00,2024-09-22 14:33:00,2024-09-22,6
sess_03422,user_0463,2024-11-26 08:06:00,2024-11-26 08:31:00,2024-11-26,4
sess_03423,user_0463,2024-12-11 14:53:00,2024-12-11 15:35:00,2024-12-11,7
sess_03424,user_0463,2024-08-19 08:20:00,2024-08-19 08:20:00,2024-08-19,8
sess_03425,user_0463,2024-05-27 09:21:00,2024-05-27 10:16:00,2024-05-27,8
sess_03426,user_0463,2024-11-26 08:20:00,2024-11-26 08:47:00,2024-11-26,6
sess_03427,user_0463,2024-07-05 19:03:00,2024-07-05 19:27:00,2024-07-05,7
sess_03428,user_0463,2024-03-12 20:06:00,2024-03-12 20:23:00,2024-03-12,2
sess_03429,user_0463,2024-05-09 13:20:00,2024-05-09 14:17:00,2024-05-09,6
sess_03430,user_0463,2024-05-18 14:02:00,2024-05-18 14:22:00,2024-05-18,3
sess_03431,user_0463,2024-12-14 08:15:00,2024-12-14 08:30:00,2024-12-14,2
sess_03432,user_0463,2024-08-19 20:57:00,2024-08-19 23:12:00,2024-08-19,6
sess_03433,user_0463,2024-09-26 09:51:00,2024-09-26 10:33:00,2024-09-26,8
sess_03434,user_0463,2024-07-18 18:46:00,2024-07-18 19:01:00,2024-07-18,4
sess_03435,user_0463,2024-08-16 17:26:00,2024-08-16 18:00:00,2024-08-16,5
sess_03436,user_0463,2024-04-03 09:43:00,2024-04-03 09:54:00,2024-04-03,3
sess_03437,user_0463,2024-06-11 08:45:00,2024-06-11 08:51:00,2024-06-11,4
sess_03438,user_0463,2024-10-01 12:20:00,2024-10-01 12:47:00,2024-10-01,8
sess_03439,user_0463,2024-12-06 15:58:00,2024-12-06 16:44:00,2024-12-06,2
sess_03440,user_0463,2024-05-13 10:07:00,2024-05-13 11:27:00,2024-05-13,8
sess_03441,user_0463,2024-11-07 11:17:00,2024-11-07 11:28:00,2024-11-07,5
sess_03442,user_0463,2024-11-08 17:39:00,2024-11-08 18:01:00,2024-11-08,7
sess_03443,user_0463,2024-06-23 19:53:00,2024-06-23 19:59:00,2024-06-23,6
sess_03444,user_0463,2024-08-04 19:25:00,2024-08-04 20:55:00,2024-08-04,2
sess_03445,user_0463,2024-10-23 19:34:00,2024-10-23 21:29:00,2024-10-23,6
sess_03446,user_0463,2024-11-06 14:32:00,2024-11-06 15:02:00,2024-11-06,7
sess_03447,user_0463,2024-06-21 08:45:00,2024-06-21 09:32:00,2024-06-21,6
sess_03448,user_0463,2024-12-29 17:39:00,2024-12-29 18:11:00,2024-12-29,4
sess_03449,user_0464,2024-12-24 20:19:00,2024-12-24 20:42:00,2024-12-24,4
sess_03450,user_0464,2024-12-22 19:27:00,2024-12-22 19:27:00,2024-12-22,3
sess_03451,user_0464,2024-12-23 12:49:00,2024-12-23 13:05:00,2024-12-23,5
sess_03452,user_0464,2024-12-31 12:15:00,2024-12-31 12:44:00,2024-12-31,4
sess_03453,user_0464,2024-12-28 13:40:00,2024-12-28 14:13:00,2024-12-28,7
sess_03454,user_0464,2024-12-25 15:32:00,2024-12-25 15:46:00,2024-12-25,8
sess_03455,user_0464,2024-12-24 11:19:00,2024-12-24 12:43:00,2024-12-24,7
sess_03456,user_0464,2024-12-27 15:24:00,2024-12-27 15:27:00,2024-12-27,2
sess_03457,user_0464,2024-12-20 18:40:00,2024-12-20 18:52:00,2024-12-20,2
sess_03458,user_0464,2024-12-23 14:37:00,2024-12-23 15:04:00,2024-12-23,3
sess_03459,user_0464,2024-12-31 16:20:00,2024-12-31 16:50:00,2024-12-31,4
sess_03460,user_0464,2024-12-29 17:21:00,2024-12-29 17:45:00,2024-12-29,3
sess_03461,user_0464,2024-12-20 19:11:00,2024-12-20 19:18:00,2024-12-20,3
sess_03462,user_0464,2024-12-30 20:25:00,2024-12-30 20:28:00,2024-12-30,4
sess_03463,user_0464,2024-12-31 18:45:00,2024-12-31 19:11:00,2024-12-31,4
sess_03464,user_0464,2024-12-24 17:44:00,2024-12-24 18:00:00,2024-12-24,2
sess_03465,user_0465,2024-07-30 15:31:00,2024-07-30 15:34:00,2024-07-30,2
sess_03466,user_0465,2024-10-26 13:56:00,2024-10-26 14:17:00,2024-10-26,2
sess_03467,user_0465,2024-08-22 13:23:00,2024-08-22 13:38:00,2024-08-22,4
sess_03468,user_0465,2024-09-05 09:30:00,2024-09-05 09:58:00,2024-09-05,4
sess_03469,user_0465,2024-07-29 20:23:00,2024-07-29 21:15:00,2024-07-29,6
sess_03470,user_0465,2024-10-14 11:59:00,2024-10-14 12:04:00,2024-10-14,7
sess_03471,user_0465,2024-09-12 19:25:00,2024-09-12 19:25:00,2024-09-12,2
sess_03472,user_0465,2024-06-30 16:41:00,2024-06-30 17:15:00,2024-06-30,3
sess_03473,user_0465,2024-08-03 14:35:00,2024-08-03 15:02:00,2024-08-03,7
sess_03474,user_0465,2024-08-18 17:21:00,2024-08-18 17:42:00,2024-08-18,2
sess_03475,user_0465,2024-07-16 19:21:00,2024-07-16 20:11:00,2024-07-16,5
sess_03476,user_0465,2024-10-25 20:43:00,2024-10-25 21:25:00,2024-10-25,4
sess_03477,user_0465,2024-12-28 11:36:00,2024-12-28 13:12:00,2024-12-28,7
sess_03478,user_0465,2024-11-16 19:52:00,2024-11-16 20:09:00,2024-11-16,3
sess_03479,user_0465,2024-11-08 10:27:00,2024-11-08 10:46:00,2024-11-08,6
sess_03480,user_0465,2024-08-26 13:43:00,2024-08-26 13:51:00,2024-08-26,2
sess_03481,user_0466,2024-06-19 14:41:00,2024-06-19 14:42:00,2024-06-19,5
sess_03482,user_0466,2024-06-24 11:37:00,2024-06-24 11:47:00,2024-06-24,8
sess_03483,user_0466,2024-07-21 09:24:00,2024-07-21 09:26:00,2024-07-21,3
sess_03484,user_0466,2024-12-02 11:48:00,2024-12-02 12:20:00,2024-12-02,7
sess_03485,user_0467,2024-12-25 10:07:00,2024-12-25 10:22:00,2024-12-25,2
sess_03486,user_0467,2024-11-21 09:10:00,2024-11-21 09:30:00,2024-11-21,3
sess_03487,user_0467,2024-12-12 10:56:00,2024-12-12 11:06:00,2024-12-12,3
sess_03488,user_0467,2024-11-12 19:17:00,2024-11-12 19:17:00,2024-11-12,3
sess_03489,user_0467,2024-12-27 16:20:00,2024-12-27 16:20:00,2024-12-27,5
sess_03490,user_0467,2024-08-28 08:25:00,2024-08-28 08:37:00,2024-08-28,3
sess_03491,user_0467,2024-12-01 19:47:00,2024-12-01 19:49:00,2024-12-01,7
sess_03492,user_0467,2024-10-04 12:26:00,2024-10-04 12:53:00,2024-10-04,7
sess_03493,user_0467,2024-09-29 15:26:00,2024-09-29 16:03:00,2024-09-29,2
sess_03494,user_0467,2024-07-26 18:27:00,2024-07-26 19:32:00,2024-07-26,8
sess_03495,user_0467,2024-11-14 16:29:00,2024-11-14 17:00:00,2024-11-14,7
sess_03496,user_0467,2024-07-22 20:44:00,2024-07-22 20:50:00,2024-07-22,7
sess_03497,user_0467,2024-08-04 14:05:00,2024-08-04 14:51:00,2024-08-04,3
sess_03498,user_0467,2024-11-15 10:34:00,2024-11-15 11:31:00,2024-11-15,4
sess_03499,user_0467,2024-12-22 10:32:00,2024-12-22 10:38:00,2024-12-22,8
sess_03500,user_0467,2024-10-17 11:55:00,2024-10-17 12:31:00,2024-10-17,5
sess_03501,user_0467,2024-10-31 16:32:00,2024-10-31 16:37:00,2024-10-31,2
sess_03502,user_0467,2024-11-01 14:19:00,2024-11-01 15:03:00,2024-11-01,5
sess_03503,user_0468,2024-08-18 10:48:00,2024-08-18 12:56:00,2024-08-18,8
sess_03504,user_0468,2024-10-28 20:01:00,2024-10-28 20:01:00,2024-10-28,2
sess_03505,user_0468,2024-12-22 16:43:00,2024-12-22 17:25:00,2024-12-22,4
sess_03506,user_0468,2024-08-17 15:00:00,2024-08-17 15:20:00,2024-08-17,7
sess_03507,user_0468,2024-11-14 18:06:00,2024-11-14 19:23:00,2024-11-14,7
sess_03508,user_0468,2024-12-05 17:23:00,2024-12-05 17:35:00,2024-12-05,7
sess_03509,user_0468,2024-07-31 13:04:00,2024-07-31 13:27:00,2024-07-31,2
sess_03510,user_0468,2024-12-11 08:03:00,2024-12-11 08:03:00,2024-12-11,7
sess_03511,user_0468,2024-09-01 08:23:00,2024-09-01 08:28:00,2024-09-01,2
sess_03512,user_0468,2024-09-29 17:30:00,2024-09-29 17:30:00,2024-09-29,3
sess_03513,user_0468,2024-08-07 08:43:00,2024-08-07 09:44:00,2024-08-07,3
sess_03514,user_0468,2024-12-24 20:38:00,2024-12-24 20:38:00,2024-12-24,1
sess_03515,user_0469,2024-12-29 18:42:00,2024-12-29 19:23:00,2024-12-29,8
sess_03516,user_0469,2024-12-22 20:10:00,2024-12-22 21:01:00,2024-12-22,4
sess_03517,user_0469,2024-12-22 18:41:00,2024-12-22 18:42:00,2024-12-22,3
sess_03518,user_0469,2024-12-22 09:22:00,2024-12-22 09:32:00,2024-12-22,8
sess_03519,user_0469,2024-12-30 17:49:00,2024-12-30 17:49:00,2024-12-30,3
sess_03520,user_0469,2024-12-24 19:36:00,2024-12-24 19:40:00,2024-12-24,8
sess_03521,user_0470,2024-12-16 20:05:00,2024-12-16 20:07:00,2024-12-16,8
sess_03522,user_0470,2024-11-19 16:32:00,2024-11-19 16:36:00,2024-11-19,2
sess_03523,user_0470,2024-08-19 16:03:00,2024-08-19 16:05:00,2024-08-19,3
